CODIGO	NOMBRE	DIRECCIO	PROV	CAN	PARR	SOSTENIM	NIVEL
5823	MIGUEL DE CERVANTES	CENTRO PARROQUIA	18	7	56	1	2
5824	13 DE MAYO	CASERIO CATIMBO	18	7	56	1	2
5825	ZOBEIDA JIMENEZ VASQUEZ # 437	COOP. PAQUISHA: LOMAS DE SAN VICENTE	9	1	16	1	2
5826	BOLIVIA	CASERIO SIGUALO	18	7	56	1	2
5827	ISIDRO AYORA	CASERIO HUAYRAPATA	18	7	56	1	2
5828	AGUSTIN CASTRO	CASERIO PAMATUG	18	7	56	1	2
5831	SIMON BOLIVAR	TEOFILO MARTINEZ	18	7	57	1	2
5832	ROSENDO VEGA DE LA TORRE # 1	FRENTE AL PARQUE CENTRAL	9	1	53	1	2
5834	12 DE OCTUBRE	V. ROCAFUERTE	18	7	57	1	2
5835	INDEPENDENCIA DE ESMERALDAS		8	4	51	1	2
5836	SIN NOMBRE (UBE)		8	4	52	1	2
5837	MARIANITA DE JESUS	CASERIO LA FLORIDA	18	7	57	1	2
5839	ANGELO PATRY N-64		8	4	52	1	2
5840	CAMILO SEGOVIA	CASERIO SEGOVIA	18	7	57	1	2
5841	5 DE MAYO		8	4	01	3	2
5842	EUGENIO FLORES PROAÑO # 2		9	1	53	1	2
5843	10 DE OCTUBRE		8	4	52	1	2
5844	PRIMERA IMPRENTA	CASERIO HUAYRAPATA	18	7	57	1	2
5845	DANIEL ARTIEDA		8	4	52	1	2
5846	AURA CAMACHO CAMACHO # 3		9	1	53	1	2
5847	4 DE FEBRERO	CASERIO SURANGAY	18	7	57	1	2
5848	26 DE SEPTIEMBRE		8	4	52	1	2
5849	PDTE. JUAN DE DIOS MARTINEZ MERA # 4		9	1	53	1	2
5851	24 DE JULIO	CASERIO CHILCAPAMBA	18	7	58	1	2
5852	CARMEN EDILMA VALENCIA		8	4	52	1	2
5853	JORGE YUNES HUESPED # 5		9	1	53	1	2
5854	24 DE JULIO		8	4	52	5	2
5855	ALFREDO PEREZ GUERRERO		8	4	01	1	2
5856	SERGIO NUÑEZ	CASERIO HUASALATA	18	7	58	1	2
5857	DAMAS DEL CLUB DE LEONES	CASERIO PINTAG	18	7	58	1	2
5858	MANZANAPAMBA (INDIGENA)	COMUNIDAD MANZANAPAMBA CHICO	18	7	58	1	2
5859	SAN BUENAVENTURA	CASERIO HUAMANLOMA	18	7	58	1	2
5860	REPUBLICA DEL ECUADOR (INDIGENA)	CASERIO RAMOS LOMA	18	7	58	1	2
5861	FRAY BARTOLOME DE LAS CASAS	PLAZA CENTRAL	18	7	58	2	2
5862	GENERAL JOSE DE VILLAMIL # 1	VIA AL MORRO	9	21	01	1	2
5863	CORONEL MARIANO CEVALLOS		8	4	01	1	2
5864	RICARDO CORNEJO		8	4	01	1	2
5865	POLIBIO JARAMILLO SAA # 2	AV.3 DE NOV. Y ALFONSO JURADO	9	21	01	1	2
5866	LOS ANDES # 227		8	4	01	1	2
5867	VICTOR EMILIO ESTRADA # 3	AV.PEDRO MENENDEZ G.Y 12 DE OCT.	9	21	01	1	2
5868	BENJAMIN CORDOVA		8	4	01	1	2
5869	6 DE MAYO		8	4	01	1	2
5870	PATRIA NUEVA	8 DE SEPTIEMBRE	8	4	01	1	2
5871	CARLOS MATAMOROS JARA # 1	14 DE SEPTIEMBRE	9	21	01	1	2
5872	FLAVIO ELOY ALFARO		8	4	01	1	2
5873	JAIME PEÑA AVILES # 5	BARRIO ECUADOR	9	21	01	1	2
5875	JOSE MARIA DE VILAMIL JOLY GRAL.		9	21	01	1	2
5877	ISABEL ICAZA DE ESTRADA # 6	CDLA.BELLAVISTA	9	21	01	1	2
5879	PEDRO J. MENENDEZ GILBERT # 2		9	21	01	1	2
5881	VICTOR MUÑOZ CORDOVA # 3		9	21	01	1	2
5883	RIO MATAJE	BARBUDALITO	8	4	01	5	2
5884	ROSITA PAREDES JUMBO		8	4	01	1	2
5885	ELIO ALAVA MOREIRA		8	4	01	1	2
5886	SIN NOMBRE (PAJONAL DE SANTIMA)		8	4	01	1	2
5887	CLEMENTE YEROVI INDABURO		8	4	01	1	2
5888	SIN NOMBRE (EL CAUCHO)		8	4	01	1	2
5889	JOSE PICOITA	EL SAUCE	11	15	51	1	2
5890	9 DE OCTUBRE		8	4	51	1	2
5892	VICENTE PIEDRAHITA		8	4	01	5	2
5893	EL LIBERTADOR		8	4	01	1	2
5895	SIN NOMBRE (SANTA ISABEL DEL PARAMO)		8	4	01	1	2
5896	DOROTEA CARRION	EL CAPULI	11	1	02	1	2
5897	LINDEMBERG	PUEBLO NUEVO	11	1	02	1	2
5898	ALFONSO AULESTIA BRAVO	TRES LEGUAS	11	1	02	1	2
5899	RAFAEL RIOFRIO	LAS ACHIRAS	11	1	02	1	2
5900	UNION NACIONAL DE EDUCADORES	ARGENTINA Y PARAGUAY	11	1	02	1	2
5901	ENRIQUE AGUIRRE BUSTAMANTE	QUILLOLLACO	11	1	02	1	2
5902	JUAN MARIA RIOFRIO (PEDESTAL)	AVENIDA DE LOS PALTAS	11	1	03	1	2
5903	ALONSO DE MERCADILLO	(TEBAIDA) PIO JARAMILLO Y CUBA	11	1	02	1	2
5904	FILOMENA ROJAS	BOLONIA	11	1	03	1	2
5905	JOSE ALEJANDRINO VELASCO	STA. MARIA DE LEIVA-(CELI ROMAN)	11	1	03	1	2
5906	MATILDE HIDALGO DE PROCEL  DRA. #1	ARGENTINA Y PARAGUAY	11	1	03	1	2
5907	MATILDE HIDALGO DE PROCEL DRA. #2	ARGENTINA Y PARAGUAY	11	1	03	1	2
5908	DANIEL A. RODAS BUSTAMANTE DR.	NICOLASA JURADO Y AV. PALTAS	11	1	03	1	2
5909	IV CENTENARIO #1	AV. LAURO GUERRERO Y ROCAF. 0905	11	1	03	1	2
5910	IV CENTENARIO #2	AV. LAURO GUERRERO        09-05	11	1	03	1	2
5911	ROSA JOSEFINA BURNEO DE BURNEO	AVENIDA BARCELONA	11	1	03	1	2
5912	CLODOVEO JARAMILLO ALVARADO DR.	AV. LAURO GUERRERO Y ROCAFUERTE	11	1	03	1	2
5913	REINALDO ESPINOSA AGUILAR DR.	CHONTACRUZ	11	1	03	1	2
5914	JOSE MARIA TORRES DR.	RUMICORRAL	11	1	03	1	2
5915	LUIS ANTONIO ERIQUE ORTEGA	EL PLATEADO	11	1	03	1	2
5916	REPUBLICA DE CUBA	PAYANCHI	11	1	03	1	2
5917	ZOILA MARIA ASTUDILLO CELI	CELI ROMAN	11	1	03	1	2
5918	FILOMENA MORA DE CARRION	GUARANDA Y AV. CUXIBAMBA	11	1	03	1	2
5919	PEDRO DE CIANCA	DURAZNILLO	11	1	03	1	2
5920	25 DE DICIEMBRE	BELEN	11	1	03	1	2
5921	13 DE SEPTIEMBRE	MARCIAL SORIA Y G. SUAREZ	18	5	01	1	2
5922	JOSÉ MIGUEL BURNEO BURNEO	OBRAPIA	11	1	03	1	2
5923	BENJAMIN ARAUJO	JUAN MONTALVO Y M. SORIA	18	5	01	1	2
5924	JOSE MARIA JARAMILLO SUAREZ	SOLAMAR	11	1	04	1	2
5925	JOSE FILOMENTOR CUESTA	CASERIO PATATE VIEJO	18	5	01	1	2
5926	CLOTILDE GUILLEN DE REZANO	SEVILLA DE ORO	11	1	04	1	2
5927	JOSE INGENIEROS # 2	AV.8 DE DCBRE.Y AURELIO MOSQUERA	11	1	04	1	2
5928	FEDERICO GARCIA LORCA	ZHUCOS	11	1	04	1	2
5929	MARIO RESTREPO	CASERIO LA TRANQUILLA	18	5	01	1	2
5930	TNTE. HUGO ORTIZ N° 1	AV.SALVADOR BUSTAMANTE CELI S.N	11	1	04	1	2
5931	EMILIANO MORA	MASACA	11	1	04	1	2
5932	EUDORO DAVILA	CASERIO MUNDUG	18	5	01	1	2
5933	FRANCISCO RODAS BUSTAMANTE	CHIRIMOYO	11	1	04	1	2
5934	CESAR BORJA	CASERIO TAHUAICHA	18	5	01	1	2
5935	TNTE. HUGO ORTIZ N° 2	EL VALLE	11	1	04	1	2
5936	JOSE INGENIEROS # 1	AV.8 DE DCBRE.Y AURELIO MOSQUERA	11	1	04	1	2
5938	LUIS FELIPE ZAPATER DR.	CARIGAN	11	1	04	1	2
5939	JOSE E. RODO	CASERIO LEITILLO	18	5	01	1	2
5940	MARIETA DE VEINTIMILLA	MOTUPE	11	1	04	1	2
5941	BENIGNO BAYANCELA	SAN CAYETANO BAJO	11	1	04	1	2
5942	HUMBERTO TOSCANO	A UNA CUADRA DEL ESTADIO	18	5	01	1	2
5943	GUSTAVO DARQUEA TERAN	VIRGENPAMBA	11	1	04	1	2
5944	SIN NOMBRE (LINDEROS)	LINDEROS	11	1	51	1	2
5945	RAMON BURNEO	ZALAPA BAJO	11	1	04	1	2
5946	DOLORES DE VEINTIMILLA	CASERIO LOMA GRANDE	18	5	01	1	2
5947	ANGEL RAFAEL MORALES DR.	MOTUPE ALTO	11	1	04	1	2
5948	FAUSTO MOLINA	EL CALVARIO	11	1	04	1	2
5949	LUIS NAPOLEON DILLON	CASERIO SAN RAFAEL BAJO	18	5	01	1	2
5950	JULIO MARIA MATOVELLE	LABANDA	11	1	04	1	2
5951	CARLOS ANDRADE MARIN	CASERIO SAN RAFAEL ALTO	18	5	01	1	2
5952	24 DE MAYO	PUCACOCHA	11	1	04	1	2
5954	FERNANDO CHAVEZ	CHINGUILANCHI	11	1	04	1	2
5956	CORDILLERA DE LOS ANDES	LA ESPERANZA	11	14	01	1	2
5957	EDUARDO SAMANIEGO	CASERIO SAN JAVIER	18	5	01	1	2
5958	CLORINDA ESPINOSA PROF.	NUEVA FATIMA	11	1	51	1	2
5959	BENJAMIN FRANKLIN NRO. 30	CHANTACO	11	1	51	1	2
5960	ESMERALDAS	CASERIO PUÑAPI	18	5	01	1	2
5961	HUGO GUILLERMO GONZALEZ	CUMBE	11	1	51	1	2
5962	RUBEN SILVA	CASERIO SAN JORGE	18	5	01	1	2
5963	JAMAICA	VIA AL TRIUNFO	18	5	01	1	2
5964	ANTONIO JIMENEZ DE MONTE	PORDEL	11	1	52	1	2
5965	PRIMERO DE MAYO		8	4	01	1	2
5966	ENRIQUE ARCINIEGAS SALAZAR PDRE.	HUYÑACAPAC OCCIDENTAL	11	1	52	1	2
5968	MANUEL MARIA SANCHEZ # 1	AGUIRRE IRRIZARRI Y CALLEJON S/N.	9	1	56	1	2
5969	29 DE SEPTIEMBRE		8	4	01	1	2
5970	MARCIAL A. SORIA	FRENTE ESTADIO COMUNAL	18	5	52	1	2
5971	EDUARDO UNDA BUSTAMANTE ING.	HUIÑACAPAC ORIENTAL	11	1	52	1	2
5972	PABLO A. DAVILA	CASERIO EL GALPON	18	5	52	1	2
5974	EMILIO ESTRADA ICAZA # 2	JUAN DE URQUIZA Y 9 DE OCTUBRE	9	1	56	1	2
5975	ALEJANDRO AILLON	FRENTE A LA CASA COMUNAL	18	5	52	1	2
5977	CALICUCHIMA	JUNTO AL ESTADIO	18	5	53	1	2
5978	DR. DAVID ANTONIO PONCE DAVILA		8	4	01	3	2
5979	CIUDAD DE POSORJA # 3	AV. JUAN COLAN DIAGONAL A LA E.E.E.	9	1	56	1	2
5980	FERNANDO CHAVEZ	CASERIO POATUG	18	5	53	1	2
5981	24 DE OCTUBRE		8	4	01	1	2
5982	REPUBLICA DE SUIZA	EL TRIUNFO - CENTRO	18	5	51	1	2
5983	VICENTE ROCAFUERTE # 4		9	1	56	1	2
5984	DR. PIO JARAMILLO ALVARADO (INDIGENA)	COMUNIDAD CRUZ LOMA	18	5	51	1	2
5985	MARIANO CASTILLO	PEDRO F. CEVALLOS	18	6	01	1	2
5986	DOCE DE ABRIL # 5	SARDINAS REAL-VIA PUBLICA	9	1	56	1	2
5987	DOLORES SUCRE	PEDRO F. CEVALLOS Y ESPEJO	18	6	01	1	2
5988	NICOLAS AUGUSTO GONZALEZ # 1	TARQUI Y AYACUCHO	9	1	57	1	2
5989	ECUADOR	CALLE PRINCIPAL	18	6	52	1	2
5990	ALFREDO BAQUERIZO MORENO	CASERIO MOCHAPATA	18	6	52	1	2
5991	VICTOR EMILIO ESTRADA # 2	AV. TARQUI ENTRE PATRIA Y MALECON	9	1	57	1	2
5992	MERCEDES DE JESUS MOLINA	CASERIO LA DOLOROSA	18	6	52	1	2
5994	ADOLFO VALAREZO	TESALIA	11	1	52	1	2
5995	PABLO NERUDA	CASERIO LUIS LOPEZ	18	6	52	1	2
5996	PEDRO FERMIN CEVALLOS	EL CARMELO	11	1	52	1	2
5997	JOSE HERVAS	JALOA LA PLAYA	18	6	01	1	2
5998	CARLOS ALBERTO AVILES RONQUILLO # 4		9	1	57	1	2
5999	SIN NOMBRE # 6 (CERRITO DE LOS MORREÑOS)		9	1	57	1	2
6000	MARISCAL SUCRE	SUCRE 911 Y FUNDAD. DEL CANTON	18	8	02	1	2
6004	ISABEL LA CATOLICA	GARCIA MORENO 1128 Y C. TAMAYO	18	8	02	1	2
6005	AUGUSTO N. MARTINEZ	G. MORENO Y FUNDAD. DEL CANTON	18	8	02	1	2
6006	JOSE PERALTA		8	4	55	1	2
6007	SANTIAGO GOROSTIZA CHAVEZ # 7		9	1	57	1	2
6008	JUAN FRANCISCO MONTALVO	AV. RUMIÑAHUI	18	8	01	1	2
6009	CIUDAD DE GUARANDA (PLANTEL CENTRAL)		8	4	01	1	2
6012	UNION NACIONAL DE PERIODISTAS	BOLIVAR Y ROCA	18	8	02	1	2
6014	ANTONIO CARRILLO	SUCRE Y FUNDADORES DEL CANTON	18	8	02	1	2
6017	CACIQUE TUMBALA # 8		9	1	57	1	2
6018	LA INMACULADA	CARRERA 11 - CIUDAD NUEVA	18	8	01	4	2
6019	SARAGURO # 1	CDLA. DIEZ DE AGOSTO	9	1	58	1	2
6021	MARIA MONTESSORI # 2	CDLA. MANTILLA: FRENTE A CUARTEL MILITAR	9	1	58	1	2
6023	VEINTICUATRO DE MAYO # 3	DOCE DE JULIO	9	1	58	1	2
6024	INDEPENDENCIA NACIONAL	INDEPENDIENTES DEL DUANA	8	4	01	3	2
6025	GERONIMO ORION LLAGUNO # 4		9	1	58	1	2
6026	LUIS DARQUEA	CASERIO LA MERCED	18	8	02	1	2
6027	NUEVE DE OCTUBRE # 5		9	1	58	1	2
6028	AMADO NERVO	FRENTE A LA PLAZA	18	8	51	1	2
6029	FERNANDO CORRAL		8	4	01	1	2
6030	GONZALEZ SUAREZ	CHUQUIRIBAMBA	11	1	52	1	2
6031	JUAN DE VELASCO	JUNTO A LA CARRETERA	18	8	51	1	2
6032	REPUBLICA DE ISRAEL # 6		9	1	58	1	2
6033	GABRIEL URBINA	FRENTE A LA PLAZA	18	8	52	1	2
6034	MANUEL ANTONIO CALDERON		8	4	01	1	2
6035	ISABEL DE ARAGON	CHUQUIRIBAMBA	11	1	52	1	2
6036	JOSEPH MATHIAS DE VILLALBA	CASERIO CUTZATAHUA	18	8	52	1	2
6037	CESAR ROBERTO CORONEL		8	4	01	1	2
6038	SIN NOMBRE # 7		9	1	58	1	2
6039	MANUEL DEL CARMEN PACHANO	FRENTE A LA PLAZA	18	8	53	1	2
6040	RITA LECUMBERRY # 8		9	1	58	1	2
6043	PABLO A. SUAREZ	CASERIO TASINTEO	18	8	53	1	2
6044	PATRIA ECUATORIANA		8	4	01	1	2
6045	GUAYAS # 9		9	1	58	1	2
6046	JOSE MARIA URBINA	TUNGURAHUA Y ESMERALDAS	18	8	55	1	2
6047	RIO LAGARTOCOCHA	EL AUXILIO	11	1	51	1	2
6048	OTTO AROSEMENA GOMEZ		8	4	01	5	2
6049	MANUELA JIMENEZ	CENTRO DE SAN ANDRES	18	8	55	1	2
6051	SAN FRANCISCO DE QUITO		8	4	01	1	2
6052	JUAN BENIGNO VELA	SARACAPA	11	1	52	1	2
6053	SANTA MARIANITA # 1	AV.GONZALO APARICIO Y CALLEJON S/NOMBRE	9	7	01	2	2
6055	SIXTO ALVAREZ	CASERIO YATCHIL	18	8	55	1	2
6056	ATI PILLAHUAZO	CASERIO HUAPANTE CHICO	18	8	55	1	2
6057	LEONCIO JARAMILLO ESCUDERO	ZAÑE	11	1	52	1	2
6058	RUFINO CARRILLO	CASERIO HUAPANTE GRANDE	18	8	55	1	2
6060	HUALCOPO DUCHICELA	CASERIO ANDAHUALO ALTO	18	8	55	1	2
6061	CANTON SAN LORENZO	CAMPAMENTO LOJANO	8	4	01	1	2
6062	JULIO MARIA MATOVELLE PADRE		11	1	53	2	1
6063	EFREN CABRERA	CASERIO STA. RITA	18	8	55	1	2
6065	LUIS DOMINGUEZ LEON	CASERIO CHAUPILOMA	18	8	55	1	2
6066	MANUELA CAÑIZARES	CASERIO SAN PEDRO	18	8	55	1	2
6067	ABEL GILBERT PONTON # 3	PRIM/2. SECTOR 2 MZ 14 V 14	9	7	01	5	2
6069	CORAZON DE MARIA	EL CISNE	11	1	53	2	2
6070	OTTO AROSEMENA GOMEZ	CASERIO CARDOSANTO	18	8	55	1	2
6071	JUAN MONTALVO # 4	CDLA.MALDONADO MZ: 20 SOLAR 10	9	7	01	5	2
6072	CEM SAN JOSE DE POALO	PILLARO S/N Y PUCARA	18	8	56	1	2
6073	HERNANDO DE BENAVENTE	SANTA TERESITA	11	1	53	1	2
6074	ABEL SANCHEZ	CASERIO HUAGRAHUASI	18	8	56	1	2
6075	TEODORO ALVARADO OLEA # 5	AMBATO Y SIBAMBE # 05	9	7	01	5	2
6076	24 DE MAYO	CASERIO CENSO POALO	18	8	56	1	2
6077	CARLOS H. VARGAS # 6	ABEL GILBERT Y 16 DE OCTUBRE	9	7	01	5	2
6078	PISAYAMBO	CASERIO PUCARA	18	8	56	1	2
6080	MADRE Y MAESTRA # 7	SIBAMBE Y ELOY ALFARO	9	7	01	5	2
6081	CERVANDO MADRID CUERO		8	4	01	1	2
6082	ABDON CALDERON	EL CISNE	11	1	53	1	2
6084	NUEVOS HORIZONTES # 8	CDL/DEMOCRACIA.SUR C/MANUEL D.G	9	7	01	5	2
6085	NICOLAS GUEVARA	LA NONA	11	1	53	1	2
6086	SIN NOMBRE (EL DESCANSO)		8	4	01	5	2
6088	GOLFO DE GUAYAQUIL # 9	ISABELA Y SAMUEL CISNEROS	9	7	01	5	2
6089	AUGUSTO ARIAS (HUASIR)	HUASIR	11	1	53	1	2
6092	JOSE ELIAS VASCO	CASA DEL PUEBLO	18	8	57	1	2
6093	MANUEL DE JESUS AUQUILLA CAMBISACA. SR	CHAQUIRCUNA	11	1	53	1	2
6094	CARITAS ALEGRES # 10	PRIMV/1. MZ: B 13  VILLA #12	9	7	01	5	2
6096	HOMERO VITERI LAFRONTE DR.	GULASPAMBA	11	1	54	1	2
6097	GERTRUDIS ESPARZA	CALLE CASA DEL PUEBLO	18	8	57	1	2
6099	MONSEÑOR ENRIQUE JULHES # 11	ATAHUALPA # 117 Y LOJA	9	7	01	5	2
6100	RUMIÑAHUI	CASERIO SAN JUAN	18	8	57	1	2
6101	CARLOS MONTUFAR	NUEVO QUININDE	8	4	01	1	2
6102	JILGUERITOS # 12	CDLA.ANA MA.DE OLMEDO:MZ.44 SL.5	9	7	01	5	2
6103	HECTOR E. PILCO	CASERIO LA ESPERANZA	18	8	57	1	2
6104	10 DE DICIEMBRE	SAN FRANCISCO	11	1	54	1	2
6106	GARCIA MORENO	CASERIO HUAYNACURI	18	8	57	1	2
6109	PEDRO BENAVENTE DR.	BAHIN	11	1	54	1	2
6110	SIMON RODRIGUEZ	CASERIO QUILLAN-LA CAROLINA	18	8	57	1	2
6111	INDEPENDENCIA DE GUAYAQUIL		8	4	51	1	2
6113	CARLOS T. GARCIA	CENTRO PARROQUIA	18	8	54	1	2
6114	ALVAREZ SANCHEZ COLOMBIA	GUALEL	11	1	54	1	2
6116	PATRIA	FRENTE A LA PLAZA	18	8	54	1	2
6118	GASPAR GOMEZ DE SALAZAR	EL ARI	11	1	54	1	2
6120	PRINCESA CHOASANGUIL	CASERIO ANDAHUALO PACCHA	18	8	55	1	2
6122	ALFONSO MARIA SILVA GONZALEZ PROF	ZELEN	11	1	54	1	2
6123	QUERO	CASERIO JALOA ALTO	18	6	01	1	2
6124	LA RESURRECCION # 2	AV.ABDON CALDERON Y 3ERA TRANSVERSAL	9	7	01	2	2
6125	JULIA JARAMILLO PROF.	EL RODEO	11	1	54	1	2
6126	SIMON BOLIVAR # 20	RIOBAMBA 625 Y ESMERALDAS	9	7	01	5	2
6127	GONZALO PIZARRO	JIMBILLA	11	1	55	1	2
6128	SAN JACINTO	SAN JACINTO DEL DUANA	8	4	01	4	2
6129	LUCERITO # 21	CDLA.EL RECREO/ MZ.418 VILLA 39	9	7	01	5	2
6130	AZUAY # 12  (MONTECRISTI)	MONTECRISTI	11	1	55	1	2
6131	VEINTICUATRO DE MAYO # 23	PRIMA/2.SECT/1 B.MZ 11 V. 10	9	7	01	5	2
6133	IBARRA	JESÚS MARIA	11	1	55	1	2
6134	CIUDAD DE MACHALA		8	4	01	1	2
6135	GUSTAVO ADOLFO BECQUER	HUACAPAMBA	11	1	55	1	2
6136	24 DE JULIO		8	4	01	3	2
6138	GALO PLAZA LASSO	LA CHONTA	11	1	55	1	2
6140	MANUEL GOMEZ ABAD # 1	CUENCA 301 Y QUITO	9	7	01	1	2
6141	LEONARDO GALAN PEREZ	ILLINZHAPA	11	1	55	1	2
6143	ELOY ALFARO # 2	CDLA.EL RECREO # 1: CALLE CHILE	9	7	01	1	2
6144	SIN NOMBRE (LOS NARANJOS)	LOS NARANJOS	8	4	01	1	2
6146	MANUEL DONOSO ARMAS # 5	CDLA. ABEL GILBERT PONTON	9	7	01	1	2
6147	CAMILO DESTRUGE ILLINWORTH	SAN FRANCISCO BAJO	11	1	56	1	2
6148	SEVILLA DE ORO	RUMIZHITANA	11	1	56	1	2
6149	REINA JULIANA DE HOLANDA	LA GRANJA	11	1	56	1	2
6150	ROLANDO MERCHAN SEMERIA	LA TRINIDAD	11	1	56	1	2
6151	ROMULO VITERI BAQUERIZO # 7	CDLA.PRIMAVERA # 1	9	7	01	1	2
6152	SIMON BOLIVAR	CONVENCION DE 1884	2	1	01	1	2
6154	JOSE BENIGNO JARAMILLO PROF.	EL PEDREGAL	11	1	56	1	2
6155	ANGEL POLIBIO CHAVES	CALLE ESPEJO # 114	2	1	01	1	2
6156	CIUDAD DE ZAMORA # 9 PLANT.MATRIZ	CDLA. PEDRO MENENDEZ GILBERT	9	7	01	1	2
6157	GUSTAVO LEMOS	MANUELA CAÑIZARES	2	1	01	1	2
6158	VICTOR  MERCANTE NRO. 117	MALACATOS(EL VERGEL)	11	1	56	1	2
6159	ALBERTO FLORES GONZALEZ	CALLE SUCRE	2	1	01	1	2
6160	MARIA MONTESSORI	MALACATOS	11	1	56	1	2
6161	ALIANZA PARA EL PROGRESO		8	6	53	1	2
6162	JOSE H. GONZALEZ	CALLE SUCRE	2	1	01	1	2
6163	RIO TUMBEZ # 10	COOP.ABEL GILBERT PONTON 2DA.ETAPA	9	7	01	1	2
6164	CIUDAD DE SAN LORENZO		8	6	53	1	2
6165	MANUEL BENIGNO FIGUEROA CARRION	SAN FRANCISCO MEDIO	11	1	56	1	2
6166	LUIS AURELIO GONZALEZ	GARCIA Y AZUAY N:103	2	1	01	1	2
6168	SIN NOMBRE (EL SALTO)		8	3	56	1	2
6169	CANAL DEL MORRO # 11	AV.ABDON CALDERON Y MALECON	9	7	01	1	2
6170	JOSE VASCONCELOS	MANUELA CAÑIZARES 444	2	1	01	1	2
6171	SIN NOMBRE (PUEBLO NUEVO)	PUEBLO NUEVO	11	4	55	3	2
6174	ANGEL MINOS CUEVA DR.	SAN JOSE DE CEIBOPAMBA.	11	1	56	1	2
6176	RINA ORTIZ DE BUCARAM # 12	J.J.OLMEDO  ENTRE ATAHUALPA Y RUMINAHUI	9	7	01	1	2
6177	RAMON PACHECO		8	6	53	3	2
6178	LUIS EMILIO RODRIGUEZ	LANDANGUI	11	1	56	1	2
6179	MANUEL DE ECHEANDIA	CALLE 7 DE MAYO 609	2	1	02	1	2
6181	MANUEL GOMEZ DE SALAZAR	PICOTAS	11	1	56	1	2
6183	MANUEL ESTEBAN GODOY ORTEGA	NANGORA	11	1	56	1	2
6184	DINA MARIA DEL POZO DE CHAVEZ	AV. GUAYAQUIL	2	1	02	1	2
6185	CARLOS LUIS PLAZA DAÑIN # 13	JAIME ROLDOS Y VICENTE ROCAFUERTE	9	7	01	1	2
6187	VERBO DIVINO	AV. CANDIDO RADA	2	1	02	2	2
6189	LUIS FELIPE BORJA PAREJA # 15	COOP.CALI MURILLO	9	7	01	1	2
6190	SANTA MARIANA DE JESUS	CALLE 7 DE MAYO 709	2	1	02	4	2
6191	CRISTO REY	NUEVO SUA	8	6	52	2	2
6192	MANUELITA SAENZ		2	1	02	1	2
6193	MANUEL SANDOVAL SIMBAL # 16	COOP. LOS CEREZOS	9	7	01	1	2
6194	BALNEARIO DE SUA		8	6	52	1	2
6195	CAMILO DESTRUGE		8	6	52	1	2
6196	GABRIEL IGNACIO VEINTIMILLA		2	1	02	1	2
6197	LUCINDA PAZOS		2	1	02	1	2
6198	MANUEL BADILLO		2	1	02	1	2
6199	OSWALDO GUAYASAMIN CALERO # 17	COOP. ANTONIO JOSE DE SUCRE	9	7	01	1	2
6201	CLUB SOCIAL CULTURAL ESMERALDAS		8	6	52	1	2
6202	MERCEDES GONZALEZ		2	1	02	1	2
6203	16 DE JULIO	EL CARMEN	11	1	56	1	2
6205	CARLOS LUIS PLAZA ARAY # 18	CERRO REDONDO:FRENTE/LUCHA POPUL	9	7	01	1	2
6207	JOSE MARIA RIOFRIO (PACAYPAMBA)	PACAYPAMBA	11	1	56	1	2
6208	PEDRO MENENDEZ NAVARRO # 19	AV.16 DE OCTUBRE Y RODOLFO FERNANDEZ	9	7	01	1	2
6210	FRANCISCO EGUIGUREN	STO.DOMINGO	11	1	56	1	2
6213	ABDON CALDERON MUÑOZ # 24	CDLA.ALFONSO ORAMAS GONZALEZ	9	7	01	1	2
6214	VICTOR MANUEL BURNEO BURNEO	EL SAUCE	11	1	56	1	2
6216	TEODORO WOLF	TAXICHE	11	1	56	1	2
6219	CIUDAD DE DURAN # 28	CDLA.ABEL GILBERT PONTON	9	7	01	1	2
6220	JAIME NEBOT SAADI # 26	CDLA.PRIMAVERA 2 SECTOR 2	9	7	01	1	2
6222	LUIS VIVES	SAN FRANCISCO ALTO	11	1	56	1	2
6223	MARIA TERESA SOLA DE ESTRADA # 27		9	7	01	1	2
6224	RUMIÑAHUI (INDIGENA)	PICHIG	11	1	57	1	2
6225	ATAHUALPA		8	6	01	1	2
6226	CARCHI # 21	CAPUR	11	1	57	1	2
6227	JUAN MONTALVO	SIMON BOLIVAR	2	1	58	1	2
6228	ATACAMES		8	6	01	1	2
6229	C.E.C. ROBERTO ANDRADE	PURUZHUMA	11	1	57	1	2
6230	ZOILA UGARTE DE LANDIVAR   N. 67		8	6	54	1	2
6231	EUGENIO ESPEJO		2	1	58	1	2
6233	FERROVIARIA # 3	CUENCA 302 Y QUITO	9	7	01	1	2
6234	MAXIMO AGUSTIN RODRIGUEZ J. DR.	VINOYACU	11	1	57	1	2
6235	SELVA ALEGRE		2	1	58	1	2
6236	JAIME ROLDOS AGUILERA		8	6	54	1	2
6237	MIGUEL ESPINOSA	EL DURAZNO	11	1	57	1	2
6238	DOLORES POVEDA SALTOS		2	1	58	1	2
6239	C.E.C. SIN NOMBRE (NOGAL)	NOGAL	11	1	57	1	2
6240	HUMBERTO MIRANDA MIRANDA # 4	CDLA.ABEL GILBERT	9	7	01	1	2
6241	MANUEL ZAPATA MARIÑO		2	1	58	1	2
6242	LASTENIA VARGAS MELO		2	1	58	1	2
